id,nome,sexo,data_nascimento,uf,email,telefone,faixa_renda,tipo_carro,forma_pagamento
686,Asafe,M,19/02/1964,PR,aragaogael@example.org,+55 (063) 91735-7353,50905.08,Híbrido,Transferência Bancária
687,Yasmin,F,26/02/1950,MG,garciabruna@example.com,+55 (75) 97965 5800,25133.12,Médio,Cartão de Crédito
688,Carolina,F,23/11/1964,PA,isabellaramos@example.org,+55 27 94183 9218,47424.04,Sedan,Boleto Bancário
689,Benjamin,M,11/08/1962,BA,moreirarafael@example.net,+55 (028) 95133 8797,43444.49,Van,Pix
690,Ana Laura,F,07/05/1975,MS,maria-juliamoraes@example.org,+55 (33) 95368 9315,37918.71,Compacto,Cartão de Crédito
691,Lucas Gabriel,M,10/10/1973,GO,mateuscasa-grande@example.net,+55 (035) 92452-0816,59868.14,Minivan,Dinheiro
692,Isabella,F,23/09/1996,AC,josuealbuquerque@example.com,+55 38 90719-0335,53309.1,Utilitário,Cartão de Débito
693,Lucca,M,29/03/1945,AM,mendoncasarah@example.com,+55 (016) 94737-9845,58715.12,Médio,Boleto Bancário
694,Hellena,F,14/02/1969,RS,nathan66@example.net,+55 (68) 91375-9492,5054.26,Hatch,Transferência Bancária
695,João Vitor,M,13/05/1960,PE,aparecidagabriela@example.net,+55 44 91333-7093,19740.32,Coupé,Pix
696,Emilly,F,02/05/1987,DF,almeidaana-julia@example.com,+55 75 9 1293 2417,52644.72,Crossover,Leasing
697,Fernanda,F,12/11/1980,RJ,ravi-luccaleao@example.net,+55 (29) 95875-4673,25937.36,Conversível,Dinheiro
698,Mateus,M,29/12/1948,PB,sampaioolivia@example.net,+55 (085) 98326-2209,26120.75,Híbrido,Cartão de Crédito
699,Joaquim,M,22/11/1995,RO,pireslevi@example.org,+55 (53) 9 5193-7342,11794.33,Utilitário,Financiamento
700,Gael Henrique,M,08/11/2000,SP,olivia45@example.com,+55 (15) 92637 6205,11228.51,Luxo,Pix
701,Bruna,F,18/02/2004,MT,isabel36@example.net,+55 (30) 99609 2860,7610.43,Esportivo,Transferência Bancária
702,Marina,F,08/07/1990,RR,marcela48@example.com,+55 88 94866 3057,13815.38,Crossover,Cartão de Débito
703,Maria Alice,F,24/11/1983,PR,ccavalcante@example.net,+55 (073) 92206-3358,37562.39,Médio,Boleto Bancário
704,Sofia,F,21/10/1978,CE,ssiqueira@example.net,+55 24 9 3060-4893,23008.82,Sedan,Transferência Bancária
705,Alexia,F,04/11/1949,PA,pimentaguilherme@example.net,+55 (056) 93138-9352,52625.15,Utilitário,Financiamento
706,Maya,F,06/10/1976,PB,luana20@example.com,+55 (13) 9 7387-3309,39637.17,Off-road,Leasing
707,Aurora,F,09/01/1963,PR,machadoraquel@example.com,+55 44 94333 7014,29840.0,SUV,Pix
708,Marina,F,22/12/2006,RJ,olivercosta@example.net,+55 71 98777 9479,57805.58,Esportivo,Cartão de Crédito
709,Bernardo,M,07/02/1987,CE,gael30@example.net,+55 (71) 90301 3408,58252.04,Médio,Transferência Bancária
710,Antônio,M,14/04/1999,MS,svieira@example.com,+55 92 9 8529-5635,26596.38,Van,Carteira Digital
711,João Pedro,M,23/09/1999,ES,gaelfarias@example.net,+55 (099) 97619-8988,5509.09,Luxo,Pix
712,Letícia,F,28/07/2000,AC,heloisa65@example.net,+55 (40) 91959-5865,27447.34,Picape,Cartão de Débito
713,Maria Eduarda,F,05/02/1979,RJ,theopacheco@example.com,+55 42 91271 4580,59316.98,SUV,Leasing
714,Evelyn,F,12/03/1964,ES,eduardo50@example.net,+55 26 9 8303 0041,39504.06,Sedan,Boleto Bancário
715,Sofia,F,17/10/1985,PR,theoribeiro@example.org,+55 33 98127 6351,29715.92,Minivan,Carteira Digital
716,Sophia,F,23/04/1951,SP,pedro-lucas39@example.com,+55 (31) 92188 8661,56233.71,Conversível,Cartão de Crédito
717,Renan,M,04/05/1946,GO,elisafogaca@example.net,+55 31 9 0312 4514,32779.07,Off-road,Transferência Bancária
718,Maria Fernanda,F,27/05/1958,SP,yanvieira@example.net,+55 (076) 96752-7382,5050.51,Compacto,Carteira Digital
719,Rebeca,F,28/11/1960,PR,esilveira@example.org,+55 (97) 9 4096 1647,32840.28,Off-road,Boleto Bancário
720,Maria Julia,F,27/07/1988,CE,cauevasconcelos@example.net,+55 44 9 6697 7418,22687.73,Utilitário,Cartão de Débito
721,Heitor,M,20/10/1969,SE,ana-luizamelo@example.org,+55 (84) 97197-3350,21893.34,Sedan,Boleto Bancário
722,Ravi,M,16/11/1972,PI,danielda-mata@example.net,+55 (83) 9 8411-2506,46421.03,Van,Boleto Bancário
723,Samuel,M,11/01/1975,PE,luizaoliveira@example.org,+55 13 9 7630-1073,39196.56,Coupé,Boleto Bancário
724,Diogo,M,13/04/1962,AL,bdias@example.com,+55 06 93259-0354,34744.09,Luxo,Dinheiro
725,Pedro,M,05/09/1996,TO,pedro-henriquefogaca@example.net,+55 (060) 91883-4602,39967.57,Utilitário,Cartão de Débito
726,Luna,F,20/07/1993,GO,silveiraleandro@example.net,+55 (23) 9 6789 3962,20051.86,Picape,Financiamento
727,Amanda,F,16/04/1977,MA,moraesmatheus@example.net,+55 (86) 9 3969 0343,41305.61,Conversível,Carteira Digital
728,Samuel,M,15/04/1951,RJ,freitasleandro@example.net,+55 (017) 97669-7805,24777.12,Coupé,Boleto Bancário
729,Manuella,F,30/07/1994,MT,biancada-cruz@example.com,+55 (15) 9 4755 3778,22957.61,Van,Pix
730,Luna,F,02/01/1949,SE,kevinmarques@example.com,+55 39 9 4087-2949,7028.28,Minivan,Dinheiro
731,Calebe,M,30/08/1976,DF,arthur46@example.com,+55 (55) 9 8638 1763,27234.28,Off-road,Financiamento
732,Lavínia,F,07/07/1963,SE,raquelda-mota@example.com,+55 38 9 1664 5595,23500.83,Minivan,Transferência Bancária
733,Bento,M,31/03/1967,SE,joanada-rosa@example.org,+55 44 9 5195 9416,18590.89,Médio,Carteira Digital
734,Maria Liz,F,07/12/1971,ES,cunhamiguel@example.org,+55 54 97863-4225,13112.14,Sedan,Financiamento
735,Benicio,M,05/09/1984,AC,oliverrios@example.net,+55 42 9 8146-7536,14917.01,Coupé,Carteira Digital
736,Emanuel,M,01/04/1973,GO,lara38@example.net,+55 (005) 90866-2006,29587.63,Minivan,Pix
737,Maitê,F,02/11/1964,SC,pietrasiqueira@example.org,+55 (24) 9 2616-6466,27224.15,Coupé,Boleto Bancário
738,Lucas,M,05/06/1973,PI,cirinocaroline@example.com,+55 35 9 5399 0102,38423.66,Médio,Leasing
739,Ana,F,02/01/1977,PA,gabrielly76@example.net,+55 35 95127-1520,6236.96,Coupé,Financiamento
740,Bruna,F,07/02/1970,MS,mariacavalcanti@example.org,+55 80 94409 5029,8478.18,Compacto,Pix
741,Bárbara,F,15/04/1985,PR,rezendececilia@example.org,+55 (08) 9 9099 3621,44257.68,Híbrido,Carteira Digital
742,Otto,M,02/11/1946,CE,pastorstephany@example.net,+55 59 9 0222 4970,56267.07,Van,Carteira Digital
743,Ana Cecília,F,07/08/1995,CE,davi-lucca87@example.com,+55 75 99275 8931,59076.63,Híbrido,Pix
744,Lunna,F,02/09/1996,AM,psantos@example.com,+55 (095) 92633 0775,50383.93,Compacto,Dinheiro
745,Beatriz,F,20/06/1953,CE,sarah02@example.com,+55 (26) 97143 6017,57654.0,Híbrido,Dinheiro
746,Luara,F,12/05/1966,AM,dbarbosa@example.org,+55 (65) 96799 8796,46259.11,Crossover,Transferência Bancária
747,Luan,M,22/06/1989,PA,wguerra@example.net,+55 40 9 9645 3494,12474.24,Off-road,Leasing
748,Apollo,M,14/09/1992,DF,oliver26@example.net,+55 83 9 3577 4213,38807.76,Hatch,Dinheiro
749,Ana,F,09/02/1978,RO,fernanda83@example.net,+55 38 9 7106 5775,17788.61,Utilitário,Pix
750,Asafe,M,20/05/1959,AM,knascimento@example.com,+55 26 9 1556-2228,7922.01,Utilitário,Boleto Bancário
751,Vitória,F,28/05/1964,SP,giovanna29@example.com,+55 (80) 99007-2265,14233.09,Sedan,Dinheiro
752,Oliver,M,15/07/1976,MT,nascimentoana-vitoria@example.net,+55 00 96950-5746,41211.65,Minivan,Cartão de Débito
753,Nathan,M,26/01/2007,PR,riostheo@example.org,+55 25 90693-0363,47342.92,Esportivo,Financiamento
754,Davi Miguel,M,02/03/1979,MS,samuelda-cunha@example.com,+55 (72) 9 1654-0227,15588.15,Elétrico,Dinheiro
755,Emanuella,F,04/05/1977,RN,andrademaria-luiza@example.org,+55 (63) 9 3190 1364,18277.94,Elétrico,Boleto Bancário
756,Rafael,M,20/12/1996,PR,ana-clarabrito@example.net,+55 (50) 9 6095-4321,39939.57,Utilitário,Carteira Digital
757,Evelyn,F,05/05/1963,CE,noahpinto@example.net,+55 09 9 2696-6874,18319.1,Crossover,Boleto Bancário
758,Hadassa,F,12/12/1973,AM,valentim57@example.com,+55 (69) 93409 9413,22316.0,Médio,Pix
759,Jade,F,10/01/1982,AP,zguerra@example.com,+55 (070) 98575-6710,56242.34,Elétrico,Cartão de Crédito
760,Maria Júlia,F,09/04/1992,BA,bdias@example.com,+55 18 9 4288-8842,56156.78,SUV,Carteira Digital
761,Mariana,F,17/01/1983,GO,vinicius17@example.org,+55 (46) 9 6585-6465,43232.83,Esportivo,Dinheiro
762,Heitor,M,30/12/1961,SE,josepacheco@example.com,+55 (86) 9 0653 2240,31046.09,Off-road,Pix
763,Vitor Hugo,M,23/07/1982,MA,carvalhorafael@example.net,+55 (38) 9 8639-5938,24835.09,Médio,Boleto Bancário
764,Isis,F,19/09/1986,RN,enzo-gabriel61@example.org,+55 (29) 9 9964 8984,11162.23,Picape,Financiamento
765,Ana Julia,F,26/10/1951,RO,bcaldeira@example.com,+55 65 90301 1031,20830.77,Coupé,Boleto Bancário
766,Eduarda,F,02/12/1995,RJ,teixeiradavi-lucas@example.org,+55 (092) 91824-2046,44814.17,Minivan,Financiamento
767,Felipe,M,03/05/1964,RO,da-rosamaria-julia@example.com,+55 (89) 9 7120-4559,30366.89,Picape,Transferência Bancária
768,Antonella,F,09/04/1945,GO,salesemilly@example.net,+55 70 98539 0855,49993.68,Híbrido,Financiamento
769,Juliana,F,04/10/1955,GO,valentinasampaio@example.org,+55 (67) 90350 5493,9045.27,Utilitário,Pix
770,Bruno,M,13/01/1989,CE,isaacdas-neves@example.net,+55 (87) 91873 1406,35598.38,Luxo,Cartão de Débito
771,Luiz Gustavo,M,11/09/1969,TO,raelsa@example.net,+55 (034) 96921-8337,50975.29,Hatch,Transferência Bancária
772,Pietra,F,03/05/1988,RO,julia94@example.com,+55 (091) 90806 2195,20490.65,Conversível,Cartão de Débito
773,João Pedro,M,11/07/1962,GO,ravi-lucca23@example.com,+55 11 92184-2868,29265.25,Esportivo,Cartão de Crédito
774,Danilo,M,15/10/1953,BA,alvesvitor-hugo@example.org,+55 81 99932 5027,34832.41,Crossover,Leasing
775,Raul,M,24/04/1989,AP,msa@example.net,+55 (90) 98573-4478,28109.36,SUV,Financiamento
776,Enrico,M,16/11/1961,MG,joao-pedromarques@example.net,+55 (24) 9 2459 9472,47454.14,Picape,Pix
777,Asafe,M,18/04/1954,SE,maria-lauranascimento@example.com,+55 (49) 97243-1563,10548.3,Médio,Cartão de Crédito
778,Lucca,M,01/04/1962,MA,duarteheitor@example.org,+55 (085) 99818-8764,12408.66,Crossover,Carteira Digital
779,Aylla,F,09/04/2002,GO,pietro33@example.org,+55 (34) 93177-0550,53589.14,Compacto,Dinheiro
780,Ana Liz,F,21/10/1961,PE,albuquerquejoana@example.com,+55 (37) 9 6393 0517,11092.28,Minivan,Cartão de Débito
781,Rafael,M,29/12/1974,AL,lucas28@example.org,+55 (73) 95408-3390,11950.64,Hatch,Pix
782,Raquel,F,25/01/2003,PE,jose-miguelfogaca@example.com,+55 71 90136-6194,52673.77,Coupé,Cartão de Débito
783,José,M,18/08/1997,MG,tcunha@example.org,+55 98 9 3105-9157,21462.06,Coupé,Cartão de Débito
784,Maria Vitória,F,14/04/1999,SP,grodrigues@example.net,+55 (13) 9 7455-0173,8928.29,Crossover,Dinheiro
785,Enrico,M,30/10/1969,SP,mmarques@example.net,+55 (09) 96119 7872,59212.53,Picape,Cartão de Débito
786,Rodrigo,M,30/05/1958,PI,manuelaporto@example.org,+55 (006) 98007-8789,17413.11,Compacto,Boleto Bancário
787,Enzo,M,04/10/1952,GO,rezendemaria-julia@example.net,+55 75 98551 3893,59533.71,Esportivo,Leasing
788,Daniela,F,11/11/2003,RJ,ayla76@example.net,+55 (08) 9 1380-2939,50851.64,Sedan,Dinheiro
789,Lucas,M,23/06/1983,SE,svieira@example.net,+55 (046) 96104 8770,18165.24,Picape,Cartão de Débito
790,Antonella,F,25/03/1989,RS,qcaldeira@example.org,+55 (77) 9 9019-2161,46509.46,SUV,Transferência Bancária
791,Vinícius,M,09/07/1949,MG,hadassapimenta@example.com,+55 (018) 92436-6253,16458.1,Elétrico,Leasing
792,Cauê,M,09/12/1977,AC,maria-fernandada-rosa@example.org,+55 15 9 4767 6183,47713.81,Médio,Leasing
793,Arthur Miguel,M,27/11/1979,MA,nda-mota@example.com,+55 (65) 97704 6660,49212.23,Crossover,Boleto Bancário
794,José,M,22/02/1968,PE,luan63@example.net,+55 97 9 3402 7634,10582.35,Coupé,Financiamento
795,Lívia,F,06/10/1944,CE,da-matamaria-vitoria@example.com,+55 (009) 97732-0158,23603.23,Sedan,Leasing
796,Sofia,F,25/11/1979,GO,vmonteiro@example.net,+55 (081) 99353-8078,10677.57,Esportivo,Pix
797,Matteo,M,18/01/1975,SP,rafaelalima@example.net,+55 (083) 96850-6181,53498.25,Médio,Carteira Digital
798,Raul,M,11/05/1957,SE,pviana@example.net,+55 (23) 9 0921-0937,5137.94,Minivan,Boleto Bancário
799,Agatha,F,26/11/1946,AM,rezendeluiz-otavio@example.org,+55 (82) 93363-0068,39285.26,Compacto,Leasing
800,Théo,M,26/01/1947,RN,ribeirojosue@example.com,+55 (51) 9 8359 9906,43313.8,Conversível,Leasing
801,Théo,M,24/05/2001,RJ,ealbuquerque@example.org,+55 (092) 99608-3655,54785.04,Crossover,Transferência Bancária
802,Antônio,M,27/06/1946,RN,azevedodante@example.org,+55 (39) 95519-2672,50231.74,Minivan,Cartão de Débito
803,Francisco,M,15/08/1966,SC,da-cruzarthur@example.org,+55 (78) 90901-1354,30668.26,Picape,Cartão de Crédito
804,Marina,F,31/01/2003,RO,portoravy@example.net,+55 94 9 0433-8203,41854.23,Médio,Transferência Bancária
805,Clara,F,25/06/1971,RS,hrios@example.org,+55 (13) 92424-4959,34375.19,Van,Cartão de Crédito
806,Cauê,M,27/06/1996,RS,nascimentofernanda@example.com,+55 42 99390 5389,14789.0,Van,Boleto Bancário
807,Rodrigo,M,29/09/1975,RO,pereiraoliver@example.org,+55 31 96028-3022,49360.1,Sedan,Leasing
808,Felipe,M,12/04/1978,BA,eduardoda-cunha@example.net,+55 (52) 94104 1411,8152.59,SUV,Dinheiro
809,Kamilly,F,31/05/2007,AL,allanaguerra@example.net,+55 97 9 3572-9331,51875.18,Utilitário,Carteira Digital
810,Bárbara,F,04/01/1994,DF,souzaarthur-miguel@example.net,+55 (85) 93227 3591,58213.58,Esportivo,Dinheiro
811,Daniela,F,04/03/1976,MA,machadoluiz-otavio@example.net,+55 (030) 92223 0521,16850.63,Utilitário,Cartão de Crédito
812,Marcelo,M,03/04/1974,GO,diasrhavi@example.com,+55 (043) 90550-9749,33223.72,Coupé,Pix
813,Ana Sophia,F,18/01/1972,SP,siqueiraemanuelly@example.org,+55 (12) 9 5655-3621,23810.18,Picape,Pix
814,Antonella,F,24/02/1965,AC,amandada-cunha@example.org,+55 40 91505 6607,42497.97,Híbrido,Boleto Bancário
815,Ryan,M,14/05/1977,MA,henry-gabriel66@example.net,+55 41 93144-7236,22887.08,SUV,Pix
816,Yago,M,21/02/1984,PR,peixotomaria-sophia@example.com,+55 (054) 93640 9857,38034.33,Conversível,Cartão de Crédito
817,José,M,09/10/1989,TO,fariasamanda@example.com,+55 53 9 6555 3411,58356.76,Crossover,Financiamento
818,Liam,M,05/01/2001,SC,ayllaabreu@example.org,+55 21 95348-0724,54045.69,SUV,Financiamento
819,Vitor Gabriel,M,28/10/1977,PR,juliacasa-grande@example.org,+55 (081) 96384 7187,41020.41,Minivan,Pix
820,Antony,M,11/07/1996,AM,isa@example.net,+55 (047) 97866 9517,38825.4,Híbrido,Cartão de Crédito
821,Maria Eduarda,F,07/08/1978,ES,emilly07@example.com,+55 (41) 99288-2833,6500.42,Minivan,Financiamento
822,João Vitor,M,28/09/1971,ES,varagao@example.net,+55 66 9 4677-1591,43433.88,Elétrico,Boleto Bancário
823,Vitor,M,08/02/1974,RJ,evelyn03@example.org,+55 (47) 98295-5425,20514.26,Hatch,Transferência Bancária
824,Kevin,M,19/12/2004,BA,novaisbernardo@example.com,+55 49 9 4416-4643,30818.17,Picape,Leasing
825,Noah,M,07/12/1987,PR,luiz-otavio29@example.net,+55 11 9 8161-6713,19219.62,Médio,Dinheiro
826,Danilo,M,21/01/1981,ES,vitor73@example.com,+55 (30) 92902 1870,54761.88,Médio,Dinheiro
827,Cecilia,F,20/06/1995,MG,umelo@example.net,+55 21 92454-9737,36250.2,Conversível,Boleto Bancário
828,Ana Vitória,F,30/07/1968,SP,duarterafael@example.org,+55 (10) 93181 7311,25946.9,Off-road,Leasing
829,Ester,F,11/09/1980,SE,henrique58@example.org,+55 (098) 98150 1442,39799.67,Elétrico,Leasing
830,Enzo Gabriel,M,18/05/1992,SE,marcelarezende@example.com,+55 (95) 9 0135 0508,48895.16,Off-road,Cartão de Crédito
831,Vinícius,M,11/05/2007,SC,costacaua@example.org,+55 (083) 96515-4467,46912.28,Compacto,Financiamento
832,Ísis,F,01/08/1995,MG,qcasa-grande@example.org,+55 (019) 97836 5217,27141.45,Luxo,Financiamento
833,Isadora,F,15/10/1999,SP,vitor-gabriel15@example.net,+55 (20) 99679 0978,54306.82,Picape,Cartão de Débito
834,Larissa,F,25/04/1955,RN,levidas-neves@example.org,+55 46 9 0812-8256,19252.66,Sedan,Financiamento
835,Davi,M,12/11/1974,SC,fmarques@example.com,+55 (040) 94331 2160,45884.05,Esportivo,Boleto Bancário
836,Breno,M,09/04/2003,ES,yduarte@example.net,+55 (65) 93456 5652,38444.09,Crossover,Financiamento
837,Ravi,M,21/04/1954,RJ,bernardo77@example.net,+55 54 9 4155 6159,18456.89,Off-road,Pix
838,Matteo,M,28/07/1991,BA,pimentadavi-miguel@example.net,+55 (066) 91004 4141,57106.54,Utilitário,Boleto Bancário
839,Anna Liz,F,21/09/1960,GO,tda-mota@example.org,+55 20 9 1163 8359,30432.72,Híbrido,Boleto Bancário
840,Pietra,F,19/11/1970,PE,marina92@example.com,+55 (047) 94794 6074,36968.13,Híbrido,Leasing
841,Mirella,F,06/07/1965,MS,matheus08@example.org,+55 51 98616-0359,35516.81,Esportivo,Carteira Digital
842,Lorenzo,M,20/03/1988,AM,mda-luz@example.com,+55 (67) 9 4676-5640,41764.66,Hatch,Transferência Bancária
843,João Pedro,M,03/02/1967,RN,fsantos@example.com,+55 (74) 9 4605 3559,59292.68,Híbrido,Pix
844,Beatriz,F,19/08/1950,SC,maria10@example.org,+55 40 9 1291-3306,17327.62,Híbrido,Leasing
845,Igor,M,19/03/1953,BA,marcela67@example.com,+55 (68) 93842 6802,32762.74,Híbrido,Dinheiro
846,Marina,F,30/01/1997,BA,mendesluiza@example.com,+55 65 95845 9941,17431.23,Luxo,Carteira Digital
847,Bianca,F,15/04/1958,PR,vferreira@example.org,+55 (33) 9 4272 2509,8841.95,Coupé,Cartão de Crédito
848,Letícia,F,11/01/1945,AL,sarebeca@example.com,+55 85 96058-4785,55744.65,Coupé,Transferência Bancária
849,Henrique,M,11/04/1968,BA,pimentaalice@example.com,+55 (010) 95114-9090,30602.48,Coupé,Boleto Bancário
850,Bernardo,M,23/07/1971,TO,isaquemontenegro@example.com,+55 (40) 95096 5309,23471.14,Médio,Leasing
851,Carlos Eduardo,M,03/11/1962,AL,borgesagatha@example.com,+55 (80) 99090-9419,53265.08,Conversível,Transferência Bancária
852,Leonardo,M,04/01/1988,RR,fonsecalais@example.org,+55 57 90055-1087,41696.73,SUV,Financiamento
853,Maria Luísa,F,05/05/1993,PB,macedopedro-henrique@example.com,+55 (46) 97245-6389,18488.87,Crossover,Financiamento
854,Nina,F,01/12/1964,MG,heitormachado@example.net,+55 (89) 90510 7499,39933.29,Van,Dinheiro
855,Mathias,M,09/04/1997,TO,ubarros@example.net,+55 (02) 93582-7655,37318.03,Utilitário,Cartão de Crédito
856,Maitê,F,10/08/2004,MS,lunnacassiano@example.net,+55 28 94061 1122,34422.28,Picape,Transferência Bancária
857,Melina,F,05/01/1978,TO,isis50@example.com,+55 58 9 9182 6971,42424.31,SUV,Pix
858,João Miguel,M,19/12/1982,AP,bribeiro@example.net,+55 01 90446-4281,29866.52,Médio,Carteira Digital
859,Ayla,F,26/12/1954,SE,ravy94@example.org,+55 (94) 96352-5384,14505.84,Compacto,Leasing
860,Alexia,F,19/11/1989,PE,ygoncalves@example.org,+55 36 9 7186 4140,55094.57,Hatch,Dinheiro
861,Bruno,M,11/06/1946,DF,heloisa77@example.org,+55 46 9 5321 4658,40375.69,SUV,Transferência Bancária
862,Luna,F,18/10/1979,PB,kaique83@example.com,+55 (097) 98914 1316,24442.01,Médio,Leasing
863,Enrico,M,13/05/1961,SE,efarias@example.com,+55 98 9 2754 5904,46838.02,Médio,Transferência Bancária
864,Fernando,M,05/01/1971,RN,vleao@example.net,+55 (91) 9 6766 6409,40322.32,Híbrido,Cartão de Débito
865,Pedro Miguel,M,24/05/1988,MA,acastro@example.com,+55 (17) 95889 5912,15434.33,Coupé,Dinheiro
866,Vitor Gabriel,M,27/06/1968,MT,castropedro@example.org,+55 49 94752-4378,8815.23,Compacto,Financiamento
867,Isadora,F,28/05/1988,RJ,rafaelamontenegro@example.net,+55 (64) 99488 1586,22099.84,Off-road,Cartão de Débito
868,Agatha,F,29/12/1946,PB,anna-liz33@example.net,+55 70 95632-2078,37276.53,Coupé,Cartão de Débito
869,Laís,F,16/01/1980,PE,imoreira@example.com,+55 (099) 98603 7470,17033.84,Hatch,Cartão de Crédito
870,Arthur Gabriel,M,06/11/1954,TO,raquelcorreia@example.com,+55 (31) 93392-1537,26954.85,Hatch,Carteira Digital
871,Raquel,F,04/02/1993,SP,isabellyazevedo@example.org,+55 01 93858-9938,45306.6,Compacto,Financiamento
872,Luiz Fernando,M,28/01/1959,PI,vlopes@example.net,+55 00 98242 1880,9148.64,SUV,Financiamento
873,Ayla,F,15/02/1971,BA,maria-florcavalcante@example.org,+55 (97) 96510 5763,36379.03,Elétrico,Dinheiro
874,Ana Vitória,F,25/08/1950,PB,mayamachado@example.net,+55 (065) 98038 0048,9296.73,Off-road,Dinheiro
875,Ana Sophia,F,24/02/1956,GO,arthur-miguel11@example.com,+55 98 98859 8729,55179.79,Luxo,Carteira Digital
876,Mariane,F,15/03/1945,PB,yanmoreira@example.com,+55 (76) 90894-4821,5463.33,Utilitário,Pix
877,Mariah,F,10/01/1988,PI,pintoolivia@example.org,+55 (064) 98377-2481,41707.68,Médio,Dinheiro
878,Elisa,F,16/01/2000,MS,clariceda-mata@example.com,+55 49 93532 1652,29017.99,Esportivo,Financiamento
879,João Miguel,M,09/10/1955,MT,rebecasilva@example.net,+55 (02) 96757-6469,22503.87,Compacto,Leasing
880,Luiz Henrique,M,23/04/1997,SE,agatharamos@example.org,+55 (024) 98868-6270,28029.97,Híbrido,Cartão de Débito
881,Levi,M,11/06/1997,AP,luiz-otaviocamargo@example.net,+55 (017) 95053 6268,39412.05,Hatch,Cartão de Crédito
882,Ana Lívia,F,26/07/1960,RS,portoarthur@example.org,+55 (25) 93364 9334,40331.15,Compacto,Cartão de Crédito
883,Clarice,F,04/04/1982,RO,martinsmanuella@example.com,+55 (63) 9 4587 8612,48631.29,Elétrico,Cartão de Crédito
884,Valentim,M,17/09/1995,SE,gael-henriquecostela@example.net,+55 (00) 90745-8608,52516.77,Minivan,Pix
885,Luiz Gustavo,M,29/01/1956,AM,borgesisis@example.net,+55 (042) 95322 1617,9467.22,Hatch,Leasing
886,Gustavo,M,16/03/1994,PI,castropietro@example.net,+55 44 95254 0533,16043.43,Luxo,Leasing
887,Ravy,M,15/11/1984,PA,nda-conceicao@example.com,+55 05 9 9188 8146,10467.5,SUV,Financiamento
888,Eloah,F,07/03/2007,PR,duartebenicio@example.org,+55 (00) 96049-3173,44506.0,Crossover,Dinheiro
889,Heloísa,F,08/04/1966,MG,dalbuquerque@example.net,+55 69 90363 9813,26029.38,Conversível,Cartão de Crédito
890,Vitor Hugo,M,24/03/1988,BA,emanuellyduarte@example.com,+55 (093) 97329-4483,8192.97,Elétrico,Boleto Bancário
891,Clara,F,27/01/1947,AL,rhavi72@example.org,+55 80 90796-9798,21993.91,Híbrido,Cartão de Débito
892,Mariana,F,04/08/1996,RJ,aragaoenzo-gabriel@example.org,+55 (063) 98228-5643,21297.53,Conversível,Financiamento
893,Emanuelly,F,15/08/1959,MA,maria-vitoria18@example.net,+55 (098) 97726-1040,59128.85,Luxo,Cartão de Débito
894,Gabrielly,F,21/01/1969,PE,jade80@example.org,+55 (92) 91655 6329,22891.48,Coupé,Boleto Bancário
895,Marcos Vinicius,M,20/12/1973,MT,dlima@example.com,+55 (92) 9 0945 9768,23046.77,Elétrico,Boleto Bancário
896,Maysa,F,20/04/1998,MS,vnunes@example.net,+55 (83) 9 5820-3787,20513.98,Elétrico,Cartão de Crédito
897,Yasmin,F,17/03/1982,AP,barbosamaria-laura@example.org,+55 37 9 0988-8367,24232.39,Van,Carteira Digital
898,Alana,F,12/09/1978,MA,lribeiro@example.net,+55 (60) 9 5502 7375,5701.3,SUV,Dinheiro
899,João Felipe,M,26/03/1959,SE,sampaioluana@example.net,+55 (012) 97497-0541,5588.38,SUV,Transferência Bancária
900,Eduarda,F,20/08/1999,GO,das-nevesnina@example.com,+55 (093) 92995-4913,6417.15,Van,Leasing
901,Lorenzo,M,13/07/1986,MT,eloalopes@example.org,+55 (12) 9 3809 5909,52198.96,SUV,Financiamento
902,Davi Luiz,M,20/08/1971,MT,ottorodrigues@example.com,+55 31 9 2761-6884,22979.3,SUV,Pix
903,Sabrina,F,30/09/1992,PR,tcaldeira@example.com,+55 04 9 2264 5671,24580.82,Utilitário,Dinheiro
904,Thales,M,03/06/1979,MA,lais77@example.org,+55 (03) 9 1305 8258,56555.69,Picape,Pix
905,Cecília,F,27/10/1955,PE,emanuellyalbuquerque@example.com,+55 (04) 95069-4745,44619.6,Esportivo,Cartão de Crédito
906,Kaique,M,06/06/1993,ES,lopesleandro@example.org,+55 89 9 6469 7282,9392.37,Off-road,Financiamento
907,Maria Luiza,F,08/02/1953,PI,gomesisaque@example.net,+55 64 9 6300-8432,31716.53,Coupé,Pix
908,Carolina,F,18/07/1952,SC,danilo33@example.com,+55 (82) 9 9765 9505,55026.92,Elétrico,Cartão de Débito
909,Dom,M,30/10/1947,GO,qbrito@example.org,+55 (00) 94671-8605,7794.65,Crossover,Boleto Bancário
910,Arthur Miguel,M,03/07/1982,RR,rhavinovaes@example.com,+55 (17) 94976-6241,5208.46,Médio,Leasing
911,Ana Carolina,F,03/07/1949,PR,kfarias@example.com,+55 13 9 5925 3945,55234.25,Hatch,Pix
912,Maitê,F,21/07/1949,PE,emanuelandrade@example.net,+55 (57) 95962-0774,24474.4,Off-road,Financiamento
913,Vinícius,M,26/07/1979,TO,isisfernandes@example.org,+55 (73) 91465 8477,13007.02,Elétrico,Transferência Bancária
914,Isabel,F,15/01/1996,PA,francisco51@example.com,+55 (03) 9 4222 2970,18406.42,Minivan,Dinheiro
